id,BIO_anno
2376,O O O O O O O O O O B-BANK I-BANK O O O O O O O O
2377,O O O B-PRODUCT B-COMMENTS_ADJ O O O O O O O O O B-COMMENTS_N I-COMMENTS_N
2378,O O B-BANK I-BANK O O O O O O O O
2379,O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O
2380,B-COMMENTS_N I-COMMENTS_N B-PRODUCT O O O O O O O O O
2381,B-BANK I-BANK O O O O O O O O
2382,O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O B-PRODUCT I-PRODUCT O
2383,O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O
2384,B-BANK I-BANK O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_N I-COMMENTS_N
2385,O O O O O O O O O O O O O O B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT B-PRODUCT I-PRODUCT I-PRODUCT
2386,O O O O B-BANK I-BANK I-BANK I-BANK I-BANK I-BANK O B-BANK I-BANK I-BANK I-BANK O O O O O O O
2387,O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O B-COMMENTS_ADJ O O O O
2388,O O O O O O O O O O O O
2389,B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-PRODUCT O O B-COMMENTS_ADJ I-COMMENTS_ADJ
2390,O O O O O O O O O O O O O O O O
2391,O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ
2392,O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ
2393,O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O I-COMMENTS_ADJ O O O O O O O O O O
2394,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
2395,O B-PRODUCT O O B-COMMENTS_N I-COMMENTS_N O O O O
2396,O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-PRODUCT I-PRODUCT O O O O O O O
2397,B-BANK I-BANK I-BANK I-BANK O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O
2398,B-PRODUCT I-PRODUCT O O O O O
2399,O O O O O O O O O B-PRODUCT O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
2400,B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ
2401,B-PRODUCT I-PRODUCT I-PRODUCT O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O B-COMMENTS_ADJ O B-COMMENTS_N I-COMMENTS_N
2402,O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O
2403,O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
2404,O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-BANK I-BANK O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ O
2405,O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_N I-COMMENTS_N O O B-PRODUCT O O O O B-PRODUCT
2406,O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
2407,O O O O B-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O
2408,O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-PRODUCT I-PRODUCT I-PRODUCT O O
2409,O O O O O B-COMMENTS_N I-COMMENTS_N O
2410,O O O O O O O O O O B-BANK I-BANK O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O
2411,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
2412,O O O O O O O O O O O O B-COMMENTS_ADJ O O O O O B-PRODUCT O O O O B-BANK I-BANK O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
2413,O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_ADJ B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-PRODUCT I-PRODUCT O O O O O O O O O O
2414,O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O B-PRODUCT I-PRODUCT O O O O B-BANK I-BANK O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_ADJ O B-COMMENTS_ADJ I-COMMENTS_ADJ
2415,O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O
2416,B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O
2417,O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
2418,O O O O O O O O B-PRODUCT O O O O O O O O O O O O O O O O O O O O O B-PRODUCT O O O O B-COMMENTS_N I-COMMENTS_N O
2419,O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
2420,O B-BANK I-BANK B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
2421,O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ O O
2422,O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
2423,O O O B-COMMENTS_N I-COMMENTS_N O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O
2424,O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O
2425,O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O
2426,O O O O O O O O B-COMMENTS_ADJ O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O
2427,O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O
2428,O O O O O B-BANK I-BANK O O O O O O
2429,B-BANK I-BANK O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O
2430,B-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N O O O B-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O O O O
2431,O O O O O O O O O O O O O O O O O
2432,O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
2433,O O O O O O O B-BANK I-BANK O O O O O O O O
2434,O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ
2435,O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O
2436,O O B-COMMENTS_N I-COMMENTS_N O O O O
2437,O O O O O O O B-BANK I-BANK O O B-BANK I-BANK O O B-BANK I-BANK
2438,O O O O O O O O O O O O O O O O O O O O I-COMMENTS_ADJ I-COMMENTS_ADJ
2439,B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O
2440,B-BANK I-BANK O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O
2441,O O O O B-COMMENTS_N I-COMMENTS_N O O B-PRODUCT O O O O O O B-PRODUCT
2442,O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O
2443,O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O I-COMMENTS_N O O O
2444,O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O B-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O B-BANK I-BANK O O O B-PRODUCT I-PRODUCT I-PRODUCT O B-COMMENTS_ADJ I-COMMENTS_ADJ O O
2445,B-BANK I-BANK O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O
2446,O O B-BANK I-BANK O O O O O O O O O O O O
2447,O O O O O O B-PRODUCT O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
2448,O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-PRODUCT I-PRODUCT I-PRODUCT O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O
2449,O O O O O O O O O B-COMMENTS_ADJ O O O O O O O O O O O B-PRODUCT O O O O O O O O O O O O O O O O O O O B-PRODUCT O O O
2450,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
2451,O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O
2452,O O O O O O O O O O O O B-PRODUCT B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT O O O
2453,O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O B-BANK I-BANK O O O O O O O
2454,B-PRODUCT I-PRODUCT I-PRODUCT O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
2455,O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N
2456,O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT
2457,O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O
2458,O O O O O O O O B-PRODUCT O O O O O O O O O O O O B-BANK I-BANK I-BANK I-BANK O O
2459,O O B-BANK I-BANK O O O B-BANK I-BANK O B-PRODUCT I-PRODUCT O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-PRODUCT I-PRODUCT O
2460,O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O
2461,B-PRODUCT I-PRODUCT O B-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O O
2462,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O
2463,O O O O O B-PRODUCT O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
2464,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O
2465,O O B-PRODUCT I-PRODUCT O O O O
2466,B-COMMENTS_N I-COMMENTS_N O O O O
2467,B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O
2468,O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-PRODUCT I-PRODUCT O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O
2469,O O O O O B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O
2470,O O O O O O O O O O O O O O O O O O O O O O
2471,B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O
2472,O O O B-BANK I-BANK O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O
2473,O O O O O B-BANK I-BANK O O O O O O
2474,O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O
2475,O O O O O O O O B-PRODUCT O O B-COMMENTS_N I-COMMENTS_N O
2476,O O O O O O B-PRODUCT O O O O O O O O O O O
2477,B-COMMENTS_N I-COMMENTS_N O O O O
2478,O O O O O O O O O B-BANK I-BANK O
2479,O O O O O B-PRODUCT I-PRODUCT O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O
2480,B-PRODUCT I-PRODUCT I-PRODUCT O O B-COMMENTS_N I-COMMENTS_N O O O B-PRODUCT I-PRODUCT O O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O B-PRODUCT I-PRODUCT O B-BANK I-BANK B-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ O O
2481,O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O
2482,O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O
2483,O O O O O O O O O O O
2484,O O O O O B-COMMENTS_ADJ O O O
2485,O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-BANK I-BANK O I-BANK O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O
2486,O B-COMMENTS_N I-COMMENTS_N O O O O O O O
2487,O O O O O O
2488,B-BANK I-BANK O O O
2489,B-BANK I-BANK O O O O
2490,B-BANK I-BANK B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O
2491,O B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O
2492,O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O O O O O O O O O O O O O
2493,O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
2494,O O O O O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O B-PRODUCT O B-BANK I-BANK O O O O O O O O O O O O O O O O
2495,O O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O
2496,O O B-COMMENTS_ADJ O O O O O O O B-BANK I-BANK
2497,B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-BANK I-BANK O
2498,O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O
2499,O O O O O O O B-PRODUCT O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
2500,B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
2501,O O O O O O B-COMMENTS_N I-COMMENTS_N
2502,O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O O O I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O O O O O
2503,O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-PRODUCT I-PRODUCT I-PRODUCT O B-PRODUCT I-PRODUCT O O O O O O O
2504,O O O O O O O O O O O O O O O O O
2505,O I-PRODUCT I-PRODUCT I-PRODUCT O B-PRODUCT I-PRODUCT O O O O
2506,O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
2507,O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O
2508,O O O O O O O O O O O O O O B-COMMENTS_ADJ O O B-PRODUCT
2509,O O O O O O O O B-BANK I-BANK O O
2510,O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O
2511,B-PRODUCT I-PRODUCT O B-BANK I-BANK O O I-COMMENTS_ADJ O
2512,O O B-BANK I-BANK I-BANK I-BANK O B-PRODUCT I-PRODUCT I-PRODUCT O B-COMMENTS_ADJ I-COMMENTS_ADJ B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O
2513,O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ O
2514,O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O B-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ B-PRODUCT I-PRODUCT O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ
2515,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-COMMENTS_ADJ O O O B-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O
2516,O O O O O O O O O O
2517,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-BANK I-BANK O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O
2518,O O O O O O O O O O O O B-PRODUCT O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O
2519,O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O
2520,B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O
2521,B-BANK I-BANK O O O
2522,B-BANK I-BANK I-BANK I-BANK O O O O O O O O
2523,O O O O O O O O B-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ
2524,O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ
2525,O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O
2526,O O O O O B-COMMENTS_ADJ O O O O O O O O O O O
2527,O O B-BANK I-BANK O O O O O O O O O O O O O O O O O
2528,O O O O O O O O O O B-COMMENTS_ADJ O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_ADJ
2529,B-COMMENTS_ADJ O
2530,O O B-BANK I-BANK I-BANK I-BANK O O O O O O O O O O O O O
2531,B-PRODUCT I-PRODUCT I-PRODUCT O O O O O B-COMMENTS_N I-COMMENTS_N O O O
2532,B-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O B-COMMENTS_ADJ O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O
2533,B-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ O
2534,B-BANK I-BANK I-BANK I-BANK B-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_ADJ O O O O O O O O O O O O
2535,O O O O O O O O O O O O O O O O
2536,O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O O O O O O O O O O
2537,O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
2538,O O O O O O O O O O O O O O O O O O B-BANK I-BANK I-BANK I-BANK O O O O O O
2539,O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O
2540,O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_N I-COMMENTS_N O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_N I-COMMENTS_N O O O O O
2541,O O O O O O O B-PRODUCT I-PRODUCT O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O
2542,O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O
2543,O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O
2544,O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O
2545,O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O
2546,O O O B-COMMENTS_ADJ O O O
2547,O O B-COMMENTS_ADJ O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O
2548,O O O O O O O O O O O O I-COMMENTS_ADJ
2549,O O O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O O
2550,O O B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
2551,O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N B-PRODUCT I-PRODUCT O O O O O O O O O
2552,B-BANK I-BANK O O O O O O
2553,O O O O O I-COMMENTS_ADJ O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O
2554,O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT
2555,O O O O O O O O O O O O O O O O B-BANK I-BANK O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O
2556,O O O O B-COMMENTS_ADJ O O O O O O
2557,O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O
2558,O O O O O O O B-COMMENTS_N I-COMMENTS_N B-PRODUCT I-PRODUCT O
2559,O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
2560,O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
2561,B-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ O
2562,O O O B-COMMENTS_N I-COMMENTS_N B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O
2563,O O B-BANK I-BANK B-PRODUCT O
2564,O O O O O O O
2565,O O O B-PRODUCT I-PRODUCT I-PRODUCT O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O
2566,O O O O O O O O O O O O O
2567,O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O I-BANK I-BANK O O O O O O O O O O O O O O O O O O O O B-BANK I-BANK I-BANK I-BANK O O O O O O O O O O O O O O O O B-PRODUCT O O O O O O O O
2568,O O O O O O O O O O O O O O O O B-BANK I-BANK I-BANK I-BANK O O O
2569,B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O
2570,O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N
2571,O O O O O O O O O O B-BANK I-BANK O O O O O
2572,O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O B-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
2573,B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O
2574,O O O O O O O O O B-COMMENTS_ADJ
2575,O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
2576,O O O O O O O B-COMMENTS_ADJ O O O O O O O
2577,O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O
2578,O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O
2579,O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O B-PRODUCT O O O O O
2580,O O O O O O O O O O O O O O O O O O O O O O O O O O
